record_id,subject_id,start_index,target_index,target_time
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,32,34,350.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,33,35,360.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,34,36,370.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,35,37,380.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,36,38,390.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,37,39,400.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,38,40,410.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,39,41,420.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,40,42,430.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,41,43,440.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,42,44,450.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,43,45,460.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,44,46,470.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,45,47,480.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,46,48,490.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,47,49,500.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,48,50,510.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,49,51,520.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,50,52,530.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,51,53,540.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,52,54,550.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,53,55,560.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,54,56,570.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,55,57,580.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,56,58,590.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,57,59,600.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,58,60,610.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,59,61,620.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,60,62,630.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,61,63,640.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,62,64,650.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,63,65,660.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,64,66,670.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,65,67,680.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,66,68,690.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,67,69,700.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,68,70,710.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,69,71,720.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,70,72,730.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,71,73,740.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,72,74,750.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,73,75,760.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,74,76,770.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,75,77,780.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,76,78,790.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,77,79,800.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,78,80,810.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,79,81,820.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,80,82,830.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,81,83,840.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,82,84,850.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,83,85,860.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,84,86,870.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,85,87,880.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,86,88,890.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,87,89,900.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,88,90,910.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,89,91,920.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,90,92,930.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,91,93,940.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,92,94,950.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,93,95,960.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,94,96,970.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,95,97,980.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,96,98,990.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,97,99,1000.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,98,100,1010.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,99,101,1380.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,100,102,1390.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,101,103,1400.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,102,104,1410.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,103,105,1420.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,104,106,1430.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,105,107,1440.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,106,108,1450.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,107,109,1460.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,108,110,1470.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,109,111,1480.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,110,112,1490.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,111,113,1500.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,112,114,1510.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,113,115,1520.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,114,116,1530.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,115,117,1540.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,116,118,1550.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,117,119,1560.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,118,120,1570.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,119,121,1580.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,120,122,1590.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,121,123,1600.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,122,124,1610.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,123,125,1620.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,124,126,1630.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,125,127,1640.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,126,128,1650.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,127,129,1660.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,128,130,1670.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,129,131,1680.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,130,132,1690.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,131,133,1700.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,132,134,1710.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,133,135,1720.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,134,136,1730.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,135,137,1740.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,136,138,1750.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,137,139,1760.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,138,140,1770.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,139,141,1780.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,140,142,1790.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,141,143,1800.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,142,144,1810.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,143,145,1820.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,144,146,1830.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,145,147,1840.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,146,148,1850.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,147,149,1860.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,148,150,1870.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,149,151,1880.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,150,152,1890.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,151,153,1900.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,152,154,1910.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,153,155,1920.0
Old_EEG__0012905a__day1__2part__2023.11.28T12.51.55p03.00,0012905a,154,156,1930.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,0,2,30.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,1,3,40.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,2,4,50.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,3,5,60.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,4,6,70.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,5,7,80.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,6,8,90.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,7,9,100.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,8,10,110.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,9,11,120.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,10,12,130.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,11,13,140.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,12,14,150.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,13,15,160.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,14,16,170.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,15,17,180.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,16,18,190.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,17,19,200.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,18,20,210.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,19,21,220.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,20,22,230.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,21,23,240.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,22,24,250.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,23,25,260.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,24,26,270.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,25,27,280.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,26,28,290.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,27,29,300.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,28,30,310.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,29,31,320.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,30,32,330.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,31,33,340.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,32,34,350.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,33,35,360.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,34,36,370.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,35,37,380.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,36,38,390.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,37,39,400.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,38,40,410.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,39,41,420.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,40,42,430.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,41,43,440.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,42,44,450.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,43,45,460.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,44,46,470.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,45,47,480.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,46,48,490.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,47,49,500.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,48,50,510.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,49,51,520.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,50,52,530.0
Old_EEG__0012905a__day1__3part__2023.11.28T13.15.06p03.00,0012905a,51,53,540.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,0,2,30.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,1,3,40.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,2,4,50.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,3,5,60.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,4,6,70.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,5,7,80.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,6,8,90.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,7,9,100.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,8,10,110.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,9,11,120.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,10,12,130.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,11,13,140.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,12,14,150.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,13,15,160.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,14,16,170.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,15,17,180.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,16,18,190.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,17,19,200.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,18,20,210.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,19,21,220.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,20,22,230.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,21,23,240.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,22,24,250.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,23,25,260.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,24,26,270.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,25,27,280.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,26,28,290.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,27,29,300.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,28,30,310.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,29,31,320.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,30,32,330.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,31,33,340.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,32,34,350.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,33,35,360.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,34,36,370.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,35,37,380.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,36,38,390.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,37,39,400.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,38,40,410.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,39,41,420.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,40,42,430.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,41,43,440.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,42,44,450.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,43,45,460.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,44,46,470.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,45,47,480.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,46,48,490.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,47,49,500.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,48,50,510.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,49,51,520.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,50,52,530.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,51,53,540.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,52,54,550.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,53,55,560.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,54,56,570.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,55,57,580.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,56,58,590.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,57,59,600.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,58,60,610.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,59,61,620.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,60,62,630.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,61,63,640.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,62,64,650.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,63,65,660.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,64,66,670.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,65,67,680.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,66,68,690.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,67,69,700.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,68,70,710.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,69,71,720.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,70,72,730.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,71,73,740.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,72,74,750.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,73,75,760.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,74,76,770.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,75,77,780.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,76,78,790.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,77,79,800.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,78,80,810.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,79,81,820.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,80,82,830.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,81,83,840.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,82,84,850.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,83,85,860.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,84,86,870.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,85,87,880.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,86,88,890.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,87,89,900.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,88,90,910.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,89,91,920.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,90,92,930.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,91,93,940.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,92,94,950.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,93,95,960.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,94,96,970.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,95,97,980.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,96,98,990.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,97,99,1000.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,98,100,1010.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,99,101,1020.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,100,102,1030.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,101,103,1040.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,102,104,1050.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,103,105,1060.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,104,106,1070.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,105,107,1080.0
Old_EEG__0012905a__day1____2023.11.28T11.47.42p03.00,0012905a,106,108,1090.0
